air.id,traffic.id,distance
4,4311,1402.08609999979
4,4357,1404.31608138978
4,4482,1406.71208057754
4,4710,1417.15420173898
4,4309,1417.36302903314
4,6838,1421.64217885108
4,4263,1426.48150513873
4,4413,1436.66279781363
4,4403,1439.84590464151
4,4718,1440.38908408093
4,4411,1443.42260522499
4,4199,1466.20004620492
4,4693,1469.79184658059
4,6839,1474.13000955371
4,1017,1474.6722697316
4,3438,1475.83058033187
4,4375,1494.86331429867
4,4404,1499.23304798217
4,4340,1507.56209936115
4,4412,1514.78857035908
4,4337,1517.26810204843
4,4312,1520.00338849279
4,4414,1527.45968040334
4,4264,1545.12449126121
4,4326,1561.00963715658
4,4694,1574.61470910302
4,4424,1582.58006007562
4,5001,1585.03351060161
4,6840,1590.02096200701
4,4409,1599.43746578216
4,3846,1604.40086879769
4,4327,1606.43169778246
4,4252,1612.0638246206
4,4712,1612.32588500536
4,3717,1614.43744173251
4,4201,1615.83459795761
4,4200,1615.94341875607
4,4265,1621.55403281212
4,4266,1632.60990970269
4,1009,1635.66760087832
4,4695,1642.83814981068
4,3444,1643.15166940939
4,1010,1643.90548167895
4,7058,1645.33986934001
4,5010,1649.64569428343
4,4308,1660.27786640774
4,4415,1665.6149740707
4,4696,1671.30321986062
4,7059,1672.31137374132
4,9977,1681.87772025604
4,4419,1693.93393075923
4,3397,1695.86652100894
4,3475,1709.83674233132
4,7066,1715.31502423818
4,4248,1733.2241351725
4,3748,1738.07022804235
4,4420,1743.20439439234
4,3715,1750.16612689999
4,4480,1752.09904927628
4,3854,1754.71261009552
4,9961,1756.90299230023
4,3716,1763.11591706734
4,7019,1763.70022114959
4,4203,1765.20909317543
4,3476,1767.21084275751
4,3849,1767.24653630947
4,3396,1768.62240953932
4,4405,1769.67201595434
4,7020,1770.52566772345
4,4421,1773.53628718039
4,3511,1775.18432461843
4,3478,1777.75780621675
4,3410,1778.53265291651
4,4475,1781.00821797497
4,4202,1781.64904697945
4,4434,1797.06268050892
4,6841,1811.72814261696
4,7069,1822.65672967034
4,10065,1830.92810525869
4,4481,1835.53027366177
4,4471,1837.99566081576
4,5189,1842.63185460124
4,4698,1850.85902648388
4,3407,1863.75006365761
4,9970,1864.17825268786
4,5191,1866.26150347958
4,1038,1878.3665272844
4,4249,1879.26322449568
4,1041,1882.85367200146
4,5182,1885.46785348168
4,3468,1886.67232379744
4,9971,1889.33995194298
4,4245,1892.00900750566
4,9962,1892.22254379735
4,7021,1893.26415375879
4,5003,1893.9159798283
4,4440,1898.02762363978
4,9972,1898.21684040558
4,4247,1908.18270305744
4,7113,1912.71824445749
4,5002,1917.39841040266
4,3477,1937.29903202546
4,3669,1961.83381550575
4,3693,1974.83851583404
4,4239,1983.72607185831
4,10000,1986.59299285882
4,4433,1987.30764839045
4,3469,1989.49991837124
4,4470,1991.76997194745
4,4453,2000.45196009731
4,4700,2014.06500948675
4,10216,2021.4696193645
4,7123,2021.65764693488
4,5016,2026.36874629558
4,3848,2026.43621758613
4,10036,2026.86124781528
4,4439,2028.79037275402
4,4547,2030.37114760224
4,5004,2031.90091673996
4,3847,2032.05947012882
4,7018,2044.50117691574
4,5012,2051.6768026865
4,3532,2051.77611859645
4,4170,2052.38646926987
4,4430,2058.39609206941
4,4246,2065.40613100745
4,3670,2074.35684272425
4,4697,2086.39922786783
4,6842,2092.19764912178
4,3417,2092.92188757852
4,5005,2093.65236707273
4,4699,2093.98768981484
4,3418,2110.10696736621
4,6979,2117.91679558991
4,7041,2121.54399854826
4,4446,2121.71142031804
4,3395,2129.82712632796
4,6843,2142.71860086978
4,4238,2145.85633110455
4,10035,2145.91440088739
4,3675,2148.0908155667
4,5013,2151.5496104037
4,5026,2156.67637550005
4,4445,2158.36067393725
4,5025,2161.10183388696
4,5018,2169.19644573867
4,4473,2175.94494997487
4,4450,2177.97253172492
4,4701,2187.47985799028
4,3850,2194.20260225416
4,4216,2199.31406520363
4,5027,2206.20639592205
4,4243,2207.36495786495
4,5028,2214.04945790412
4,5767,2228.50301761292
4,3702,2231.74121851867
4,4464,2233.05415992763
4,4221,2234.16106959237
4,10034,2236.35732864851
4,4228,2237.20864677316
4,4689,2240.54884581327
4,4244,2248.73244648546
4,3676,2250.94068006247
4,3843,2263.07798250718
4,3842,2277.43792033704
4,4427,2277.94695073849
4,4217,2292.32631253229
4,5771,2292.65701332499
4,4210,2297.12557716265
4,4220,2299.91742173023
4,4441,2304.38892416575
4,4218,2304.89498042929
4,4688,2305.39075550956
4,4222,2307.08505758418
4,4456,2308.24819820877
4,4428,2309.09295202285
4,4227,2314.09418078243
4,4215,2316.04615143672
4,10018,2316.84783647522
4,4226,2321.77045571709
4,4454,2326.20327390134
4,4690,2329.57936249293
4,6845,2338.62249314831
4,3936,2339.51014145415
4,5006,2345.04778226363
4,3845,2351.06475079748
4,4431,2353.58089680419
4,5780,2358.20390117404
4,7009,2361.93926901229
4,4172,2367.66030701531
4,5035,2367.80889105644
4,7029,2374.46670697267
4,4212,2384.45894251496
4,5021,2391.52881523181
4,5019,2395.76765170989
4,4472,2396.25670073297
4,4211,2408.24037301724
4,4219,2411.33332599738
4,4214,2412.08897879439
4,3471,2425.88717289376
4,4229,2425.99949825217
4,3470,2427.03646899252
4,5104,2430.94956269959
4,3505,2431.86879988403
4,4208,2440.48947840065
4,4702,2443.7474039882
4,7122,2446.53616971635
4,3674,2446.98793364289
4,5775,2449.28809384064
4,4691,2451.14111553736
4,3852,2452.97678748854
4,3671,2453.30200266703
4,4432,2454.07054632997
4,5769,2454.30160934747
4,4485,2455.34775280743
4,4455,2457.78811810538
4,4173,2461.16617129242
4,7033,2462.52690779068
4,3506,2462.57432346142
4,6844,2463.20960730956
4,5778,2470.22730169297
4,7138,2474.43498609407
4,4692,2476.28210519852
4,3691,2479.7708373328
4,4484,2485.12535682959
4,4213,2487.01869587316
4,5007,2488.18064908397
4,5782,2489.33125375685
4,4490,2490.09996575863
4,7139,2494.3069146571
4,3851,2495.85884140818
4,5768,2496.85558697658
4,3542,2497.84780670732
4,1040,2498.14916592891
4,5776,2501.43257449324
4,4237,2507.80021570094
4,6689,2509.16544672776
4,3722,2516.39033805679
4,5197,2516.76640387813
4,5770,2517.34404819453
4,10283,2520.54944402113
4,4223,2520.93325062447
4,3544,2527.36875792004
4,3411,2531.14793771818
4,5192,2536.86204062566
4,5774,2543.26744534579
4,4483,2544.30250359025
4,4209,2551.51220352418
4,3622,2557.67921259946
4,5773,2560.07349731094
4,5779,2564.4326653548
4,5777,2568.46755479721
4,3499,2572.60816501653
4,4449,2573.88598575953
4,7135,2574.13911946184
4,4236,2583.06761669415
4,3758,2583.93441115874
4,3553,2586.82868047951
4,4706,2589.8596820872
4,4448,2590.33259928858
4,1039,2594.15077353913
4,5696,2597.14985728221
4,7073,2599.23355442832
4,5196,2608.05716576554
4,3507,2609.02693202001
4,4489,2612.04695435984
4,4157,2617.3260362822
4,5772,2618.4566719892
4,4234,2620.57618371112
4,7134,2628.27993047731
4,4207,2629.64762901886
4,1031,2632.81572793103
4,3798,2634.70887042945
4,6851,2634.98766457292
4,5014,2636.70163621994
4,3939,2640.39400800454
4,3465,2642.07833631785
4,3940,2643.37434529965
4,3513,2647.75132588043
4,6850,2648.39506283371
4,4156,2648.62804060609
4,5710,2653.18810687009
4,4438,2658.56125007442
4,4703,2659.11682824314
4,3498,2659.90432314775
4,5190,2660.95262592395
4,6849,2661.56575530386
4,4492,2666.07649373895
4,4442,2672.89878773864
4,3947,2676.46745698628
4,5194,2677.18021929681
4,5193,2680.61651042003
4,3683,2683.02356046337
4,3692,2683.12451740347
4,3500,2687.82336226656
4,3578,2692.3786247151
4,3439,2693.92093030646
4,4155,2694.23310629869
4,4233,2698.00440722463
4,5198,2702.10266864215
4,4426,2705.77687984232
4,4429,2709.71893051962
4,6983,2724.29988891871
4,4235,2724.61937496348
4,3759,2727.78080258425
4,5022,2736.7578185022
4,4458,2737.01017660892
4,3523,2738.32165055654
4,4493,2740.09059811341
4,4160,2741.73889499552
4,4477,2741.74700896746
4,4451,2743.07115592134
4,7075,2745.6492675132
4,3840,2747.04486920771
4,6853,2751.55029028688
4,4177,2754.43397236064
4,6847,2756.12190757136
4,4231,2757.9018547674
4,3945,2758.54486519971
4,6862,2760.19603701084
4,4457,2760.90466195082
4,3719,2762.4267540048
4,4491,2764.93955743097
4,7136,2769.0702994327
4,4174,2770.04221953939
4,3932,2771.41912446331
4,4476,2772.81493694253
4,6854,2773.8707713232
4,3412,2774.5809953238
4,4175,2775.01880107373
4,1033,2780.81304340702
4,4452,2782.31506148095
4,3562,2787.49349611632
4,4704,2791.19975120442
4,3515,2791.80439635643
4,3516,2791.86511924
4,5697,2792.66359262137
4,6848,2793.19202045291
4,1034,2800.47068912244
4,4159,2804.31488687667
4,4230,2806.02814368265
4,5275,2806.79408053014
4,4179,2807.64956947321
4,5030,2808.24730808341
4,4176,2810.8633910779
4,4240,2813.96701618558
4,5015,2819.3376095594
4,5279,2820.70084957892
4,6864,2822.93931845842
4,6846,2826.22811755503
4,3946,2828.54006414389
4,5277,2830.24173571777
4,3653,2830.83112963742
4,4459,2831.77770725458
4,5017,2832.48482023829
4,4178,2844.38693230481
4,4436,2847.70598437651
4,5023,2849.91428433121
4,3844,2851.69872758762
4,3467,2853.37712321742
4,3466,2853.63967021249
4,5718,2854.49466586971
4,5711,2857.28369387473
4,9914,2857.53321269943
4,4197,2860.30090832845
4,3841,2861.51247341027
4,3584,2871.25011632455
4,4444,2874.49377683788
4,6856,2875.21626397588
4,4460,2876.33217316643
4,1032,2878.33987082099
4,6857,2878.67112949658
4,5034,2885.09172580919
4,7071,2894.36989406995
4,4437,2895.28889125128
4,5698,2898.45548919708
4,6858,2904.83865806047
4,4187,2905.62566718006
4,4111,2910.24642293541
4,4461,2912.29878467978
4,3697,2912.44155108288
4,6855,2913.91195569125
4,5709,2914.89061979307
4,10212,2920.55075231217
4,3654,2923.16240969852
4,4110,2924.11248061472
4,1037,2926.09015708737
4,3935,2926.60919676853
4,4486,2926.76549114994
4,3944,2930.65516072731
4,4182,2932.65779808088
4,1036,2936.46414522228
4,5728,2936.6788550173
4,6690,2937.92769182095
4,4188,2939.08108042831
4,9965,2940.23891110978
4,4488,2942.58433442606
4,1035,2945.02220987965
4,7145,2951.47912019968
4,3583,2955.14075541121
4,4152,2957.07900373475
4,4190,2957.66384187236
4,4186,2958.6333666776
4,3413,2959.01403318258
4,4161,2959.54721370554
4,5409,2962.01225234217
4,4180,2962.92304697924
4,3455,2963.87246165661
4,5738,2970.30229479169
4,4194,2972.05215208926
4,5712,2972.60639260067
4,1006,2974.95874210203
4,3718,2977.89010973236
4,5741,2978.72129051812
4,9934,2978.92781102001
4,9933,2986.59158808098
4,7140,2987.37431530373
4,9894,2987.80298443372
4,5285,2989.62502708034
4,4196,2990.29443318386
4,3979,3000.39491469456
4,10195,3012.14546696426
4,5717,3014.78903222567
4,4185,3017.34896450251
4,9967,3019.45534618104
4,3586,3020.80466185713
4,5742,3025.65486883312
4,5713,3027.50785854714
4,3464,3028.38656042765
4,3463,3032.77400886935
4,4443,3034.29642544487
4,4195,3034.82269454829
4,4181,3035.1133655593
4,5292,3036.25585306442
4,5707,3036.73493272874
4,4487,3037.10761466682
4,9964,3038.56645334564
4,5288,3039.99324862358
4,10038,3043.28991085426
4,9963,3043.52543239233
4,7117,3043.7024929464
4,4014,3043.8721265935
4,3938,3045.88095211861
4,3733,3045.97445657402
4,5033,3046.25548541141
4,5695,3047.35873679152
4,7137,3050.41241848826
4,3585,3060.78332308097
4,4521,3064.69511522774
4,3729,3064.74244678519
4,3942,3067.21343299958
4,4112,3070.94018377822
4,4462,3072.18055517626
4,5032,3073.29353015566
4,7119,3074.17329443093
4,5729,3074.98732328814
4,5282,3079.67911330429
4,5289,3083.2198395263
4,3943,3084.71467316421
4,5280,3086.40348166969
4,5716,3086.62057932046
4,9893,3090.96900500281
4,5407,3093.72545578587
4,3514,3093.94408256393
4,5008,3095.00912645533
4,10011,3096.69478367558
4,3533,3101.32468672585
4,4162,3107.80161413544
4,6948,3110.16730098271
4,1029,3114.91498379847
4,5699,3115.93252786463
4,6866,3118.30977815556
4,5739,3121.39467563847
4,5714,3126.76263682146
4,1028,3128.48462856765
4,7082,3128.63341827511
4,4163,3130.094854691
4,4169,3131.50443900222
4,3980,3138.68011022284
4,9890,3138.77390450063
4,5406,3140.66942264471
4,4114,3140.96550078939
4,5708,3141.58678272267
4,5736,3143.74287094141
4,5721,3144.40560409906
4,5284,3148.30464716002
4,4148,3148.498104253
4,7080,3150.68313533689
4,3963,3152.38290979108
4,4086,3159.92556192972
4,4167,3160.68903128316
4,7121,3161.28806647395
4,3937,3165.13143512828
4,4168,3166.530794279
4,5735,3171.37780135284
4,4184,3174.04130126935
4,7125,3177.54413394763
4,4523,3180.09402184439
4,4522,3185.60371238008
4,4189,3188.83979266241
4,4520,3192.72981751979
4,4149,3196.65036508737
4,3440,3198.80503586023
4,5024,3199.14003672468
4,4048,3199.46789509705
4,3971,3200.40227211984
4,3965,3201.65107219774
4,5730,3202.3769199965
4,4027,3205.65275375588
4,4198,3207.3897045152
4,5740,3209.86524160521
4,5715,3215.98345521158
4,4519,3217.78804992778
4,5291,3217.98558993332
4,1030,3222.19255555345
4,6691,3223.54352944513
4,5095,3224.64896202268
4,5031,3226.11926071494
4,4526,3226.26254717031
4,5719,3228.15443827582
4,4527,3233.12668729199
4,5281,3235.29720502756
4,5458,3235.32435509273
4,4528,3235.72692159695
4,5733,3236.98877460255
4,4113,3240.62237280709
4,5732,3241.48186243104
4,6781,3241.99635569599
4,3427,3244.16255511231
4,3456,3246.29725519252
4,9928,3247.03404367987
4,7037,3249.7139701859
4,6796,3250.10204476547
4,5290,3255.06437053417
4,5103,3257.82994465194
4,6797,3263.06499978944
4,5700,3263.52291471599
4,3638,3264.15116690254
4,4144,3265.63434668614
4,5183,3267.41704405781
4,4166,3271.67716613628
4,5472,3276.13153550734
4,3964,3284.6918635135
4,5408,3292.75164803582
4,3615,3292.77775075813
4,9920,3295.08427199602
4,9917,3300.83927138255
4,4518,3301.24953273044
4,4084,3304.16911632885
4,6766,3306.77942945524
4,5294,3306.78035795412
4,4147,3307.0213853091
4,4517,3308.23829209987
4,5727,3309.81852578305
4,5142,3324.8810592753
4,4092,3329.83225144484
4,3972,3333.38076205105
4,5096,3335.31928151652
4,3941,3343.58229844901
4,6867,3346.6778824761
4,1023,3347.84133243573
4,1027,3349.15559248271
4,5457,3353.54273310078
4,5706,3356.28748222106
4,5283,3357.27961759288
4,5020,3357.54320043584
4,4017,3359.1375178977
4,4164,3359.36131039719
4,4525,3361.54888952546
4,4524,3361.57240247753
4,3426,3363.4212653284
4,4117,3369.22256404115
4,4028,3369.81749404115
4,5725,3371.96348440475
4,4085,3373.55598081946
4,5731,3374.36592122403
4,5143,3375.26320884514
4,3948,3379.0563971075
4,4516,3379.34314654123
4,1025,3383.5624346209
4,1026,3384.16009382105
4,4016,3385.29784600545
4,5701,3386.85297852609
4,4087,3388.81066799321
4,5296,3389.24165537507
4,9960,3390.4661186096
4,3757,3392.95702455131
4,4146,3401.33444861481
4,1024,3405.57654341849
4,7115,3412.2956830403
4,5293,3412.97781811341
4,5496,3420.25805452572
4,4183,3421.52346236979
4,9888,3424.68586954932
4,4015,3426.61542563094
4,4515,3427.62873976169
4,5185,3427.76800735654
4,4026,3428.75070624886
4,5722,3430.64498291389
4,5295,3430.94344985557
4,4022,3436.58838949809
4,4225,3439.18989242395
4,4115,3440.28292733479
4,5488,3441.85974754746
4,4145,3444.33095745968
4,5737,3447.19682663003
4,9892,3449.17226943889
4,3425,3449.2525794797
4,4538,3449.50389964619
4,3962,3451.27129619959
4,3551,3452.35134573401
4,4090,3453.17758769297
4,4151,3454.3588700631
4,6871,3455.28653067371
4,5037,3456.6628633202
4,5040,3457.28204006057
4,5009,3465.04021223331
4,5726,3465.70611572456
4,7120,3471.05273053115
4,3931,3474.22275968766
4,4089,3476.34642800071
4,6870,3481.19252014956
4,9926,3481.42861673634
4,5186,3483.34713933062
4,5720,3484.40841980513
4,5301,3484.5048791986
4,3454,3486.35028726204
4,6868,3488.54572971072
4,5300,3489.6362268585
4,10219,3490.5144951674
4,3959,3490.85529654227
4,6869,3491.43198422024
4,3982,3495.75970307357
4,4150,3497.9332048613
4,4165,3500.63718769107
4,1022,3500.88670902032
4,5459,3501.53894872642
4,3981,3501.94486114771
4,4091,3502.32055773473
4,5489,3505.09396575134
4,10220,3506.23263210716
4,5724,3506.53198838563
4,5510,3510.59173345574
4,3960,3511.97998067736
4,3933,3512.93396714158
4,5473,3514.07369124889
4,3727,3517.34835962993
4,1001,3523.84408305073
4,3614,3523.96537269169
4,3447,3524.33017483488
4,4513,3525.39755497311
4,4116,3528.33880614857
4,4045,3529.38715432555
4,5734,3531.92870568278
4,10103,3533.51581569563
4,1021,3533.86172294574
4,3546,3536.38704419627
4,4012,3541.22249398203
4,4043,3541.970539679
4,5038,3545.22247835284
4,5487,3547.89643464582
4,5456,3550.893925009
4,5495,3551.33770123898
4,3545,3555.85233956918
4,4088,3555.99783064207
4,4003,3559.24254392711
4,4071,3563.45442842811
4,4044,3563.62815737909
4,10102,3568.56962584372
4,4793,3568.69357033438
4,4514,3568.79649418515
4,10221,3575.70582837893
4,3497,3582.09836277628
4,3743,3582.16832970121
4,5705,3582.74910294159
4,5723,3583.78173791468
4,3595,3584.91122807048
4,3434,3588.89661300316
4,4539,3591.51885711934
4,4068,3592.18044574365
4,5187,3592.27096429756
4,10101,3594.2788684583
4,3435,3596.84583534918
4,10218,3605.94454280938
4,4792,3613.10558610615
4,5490,3626.78629387108
4,4054,3627.64601003603
4,4537,3633.46938177436
4,4011,3636.56677157344
4,5494,3646.89349033225
4,4124,3650.99373415239
4,5493,3661.80033067697
4,5702,3664.08065143164
4,5188,3670.25579010564
4,4029,3672.83560428306
4,5486,3675.03883602504
4,4072,3676.15243586012
4,6778,3682.98303783348
4,3524,3685.36418196317
4,3967,3685.82364940988
4,5057,3688.5916604144
4,3705,3690.58892289178
4,4074,3692.54842588305
4,4497,3692.97994144308
4,4073,3693.09447035159
4,4010,3694.19600439389
4,4540,3695.02717854116
4,4125,3695.66647166062
4,4498,3697.27895137796
4,4496,3698.74472224449
4,10100,3700.75743795319
4,5082,3702.01534424567
4,4501,3708.54799272927
4,4004,3711.85107104325
4,4118,3711.90060951712
4,4009,3713.04148784001
4,4495,3714.37017226946
4,10262,3717.54710087897
4,5029,3721.4018756534
4,4791,3721.88974981528
4,4499,3724.50567289741
4,4119,3731.41114780724
4,3961,3736.47476918721
4,3728,3742.17958300697
4,3956,3746.79985393043
4,7114,3754.56195827264
4,4505,3755.81862066284
4,5303,3758.0313399616
4,5460,3758.77238737198
4,3767,3759.22423101501
4,4002,3759.54067259882
4,4502,3763.00850768351
4,6767,3763.50738490936
4,5491,3763.90154352676
4,5302,3768.34712049434
4,4021,3769.07900369615
4,5492,3769.87143945966
4,4790,3772.04719161952
4,7023,3773.92440214297
4,10082,3773.94607014664
4,4123,3775.68305516363
4,10261,3785.33464322066
4,4504,3788.65534565076
4,10099,3793.52708237332
4,5703,3795.5586230847
4,5039,3798.53356729066
4,5503,3799.74337760594
4,5485,3804.58330991083
4,5455,3807.41651779974
4,5683,3819.28164940973
4,4008,3820.68745638141
4,4507,3821.78086803737
4,4053,3824.48041294913
4,3949,3824.82269802251
4,6692,3827.98263825959
4,5470,3829.17490750335
4,6794,3840.33156787284
4,4506,3845.43371283157
4,6780,3848.45099916691
4,10098,3850.26092292808
4,6936,3855.71948329497
4,9895,3859.56606149128
4,5632,3860.2718632933
4,3708,3865.38023940906
4,4006,3865.835452166
4,4500,3865.9570944185
4,4055,3866.97319045149
4,5681,3869.74036498317
4,5623,3870.91969018643
4,4508,3870.93411030298
4,5080,3873.51564208468
4,5081,3875.26922587844
4,4005,3876.4294475999
4,3966,3877.78034473193
4,5094,3878.30894328961
4,3957,3879.58312207356
4,5058,3880.39754122422
4,5098,3884.81175214064
4,10080,3884.95715656141
4,5664,3887.60299040305
4,3721,3889.43677107562
4,5484,3892.77361854103
4,10170,3897.55578745018
4,4224,3899.70787218556
4,4503,3899.96936646878
4,1002,3902.40440046484
4,5682,3912.52093700693
4,4120,3914.41626885365
4,3951,3914.4329548672
4,10081,3919.23386400406
4,4509,3926.68472377046
4,5633,3937.52048029696
4,4127,3942.62065146248
4,4787,3946.08167534768
4,4082,3954.7328503002
4,3667,3956.95233066998
4,4789,3960.82661227153
4,4058,3966.33522898729
4,3976,3966.50585641153
4,3892,3969.90825835711
4,3891,3970.14130170262
4,4013,3975.24542557169
4,3925,3975.25889377475
4,3975,3979.47929684362
4,4122,3979.73658686146
4,10084,3980.13764461155
4,4121,3981.62025662642
4,5688,3981.66510796033
4,9908,3982.08335564772
4,4510,3983.60219843171
4,3968,3988.76776559515
4,5691,3991.57373156168
4,3930,3992.07505479112
4,5665,3997.48855436576
4,3958,4002.72919809985
4,4779,4003.58124398505
4,5663,4003.72278309202
4,5041,4004.56591690647
4,5042,4007.47407523911
4,3668,4008.02266411512
4,4129,4009.34234912555
4,5502,4013.35114319688
4,5641,4013.39905832711
4,5662,4013.41085970568
4,3977,4015.23841632093
4,5634,4018.07425599156
4,4067,4019.28735538308
4,4064,4019.63109734181
4,3998,4020.44388378133
4,4041,4022.57201262936
4,5661,4023.19756205192
4,4042,4025.25997434504
4,10093,4031.62972355827
4,5687,4034.29459488132
4,3764,4040.22886805639
4,3634,4042.81376106187
4,6873,4044.80001220147
4,5087,4047.18288517214
4,4060,4051.9595248315
4,3969,4053.71545830484
4,4126,4055.35160083571
4,10083,4057.9358326919
4,5652,4058.49966373594
4,3994,4063.82074002543
4,5500,4065.4317275914
4,3970,4068.89194577915
4,5667,4069.23077049292
4,4788,4072.01682223392
4,4024,4073.00386828596
4,5461,4077.23990934015
4,3897,4088.98382714092
4,3893,4089.81773833307
4,3898,4093.33778665819
4,3928,4095.49452736107
4,3639,4101.23881526102
4,7076,4101.66663016009
4,5501,4105.76520565991
4,3901,4108.77134279214
4,9907,4113.56050168227
4,3613,4116.76185883044
4,3954,4122.14150871538
4,3609,4122.53079224031
4,5635,4124.15468691995
4,4109,4124.23540178356
4,1020,4127.01441017681
4,3610,4127.31967719611
4,4081,4128.34089936204
4,4069,4129.2760547502
4,9909,4131.51066925292
4,3973,4131.64341569751
4,5059,4132.86502753114
4,5088,4134.14075100488
4,4078,4134.90292681178
4,5410,4136.8639946837
4,4057,4139.44903701694
4,4756,4139.61751621163
4,4061,4141.06638944259
4,3978,4142.61813061031
4,5454,4143.6854846678
4,5668,4144.94422802011
4,5689,4145.05442263912
4,3734,4145.78516435761
4,5640,4157.65960419094
4,5405,4157.82942840028
4,4093,4158.22752970326
4,5643,4165.35836679766
4,10085,4166.31075271516
4,4511,4167.46168075006
4,3612,4167.76968978757
4,4761,4169.66276699676
4,5660,4174.79215566045
4,5085,4176.59659396999
4,4780,4176.71136630351
4,4052,4177.13216490337
4,3997,4181.83580253011
4,4066,4187.4702214285
4,5462,4190.60819599786
4,3894,4191.2486960754
4,3742,4193.01528532078
4,4070,4195.82329888046
4,3462,4199.89648161907
4,3655,4205.47259332892
4,5471,4215.42734678508
4,5666,4216.21346267432
4,4777,4218.27146988914
4,3992,4219.32321147161
4,7004,4219.36405587862
4,3472,4222.08137569924
4,3790,4225.19424914153
4,5686,4225.8618485758
4,10257,4229.70738468565
4,4076,4230.86836870785
4,5624,4230.94794192661
